BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,timestamp
MANHATTAN,10034.0,40.865795,-73.920006,"(40.865795, -73.920006)",SHERMAN AVENUE                  ,WEST 207 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4341677,Station Wagon/Sport Utility Vehicle,Sedan,,,,1598277120
BROOKLYN,11215.0,40.677834,-73.98826,"(40.677834, -73.98826)",CARROLL STREET                  ,NEVINS STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4386708,Station Wagon/Sport Utility Vehicle,Box Truck,,,,1611564300
QUEENS,11423.0,40.714207,-73.77096,"(40.714207, -73.77096)",,,89-18     190 STREET                    ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4330617,Sedan,Sedan,,,,1595344680
MANHATTAN,10013.0,40.725025,-74.005905,"(40.725025, -74.005905)",DOMINICK STREET                 ,VARICK STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4406778,Sedan,,,,,1618214400
BROOKLYN,11234.0,40.62154,-73.92424,"(40.62154, -73.92424)",AVENUE M,EAST 53 STREET,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4484790,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,1638909540
QUEENS,11377.0,40.73384,-73.91868,"(40.73384, -73.91868)",,,51-47     48 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4391677,Station Wagon/Sport Utility Vehicle,Van,,,,1613284200
MANHATTAN,10031.0,,,,BROADWAY,WEST 136 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4482801,Bike,Bus,,,,1638373800
QUEENS,11103.0,40.765392,-73.9182,"(40.765392, -73.9182)",35 STREET                       ,30 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4391515,Station Wagon/Sport Utility Vehicle,,,,,1613026800
BROOKLYN,11207.0,40.659702,-73.8786,"(40.659702, -73.8786)",ASHFORD STREET                  ,WORTMAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4332325,Sedan,Box Truck,,,,1595865960
BRONX,10461.0,40.84489,-73.84667,"(40.84489, -73.84667)",,,1518      WILLIAMSBRIDGE ROAD,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4480835,Station Wagon/Sport Utility Vehicle,Box Truck,,,,1637764320
BROOKLYN,11214.0,40.60409,-73.99881,"(40.60409, -73.99881)",,,8620      20 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4382857,Station Wagon/Sport Utility Vehicle,,,,,1610296200
MANHATTAN,10014.0,40.726955,-74.003456,"(40.726955, -74.003456)",CHARLTON STREET,AVENUE OF THE AMERICAS,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4463102,Station Wagon/Sport Utility Vehicle,Sedan,,,,1633110240
BROOKLYN,11226.0,40.63962,-73.95477,"(40.63962, -73.95477)",FLATBUSH AVENUE                 ,NEWKIRK AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4344347,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1598796300
BROOKLYN,11218.0,,,,MCDONALD AVENUE                 ,VANDERBILT STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4310328,Bike,Sedan,,,,1586879100
QUEENS,11435.0,40.69615,-73.8091,"(40.69615, -73.8091)",97 AVENUE                       ,BRISBIN STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4280505,Station Wagon/Sport Utility Vehicle,E-Bike,,,,1580009400
BROOKLYN,11234.0,40.62548,-73.91786,"(40.62548, -73.91786)",,,2133      RALPH AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4375938,Sedan,,,,,1607721240
QUEENS,11379.0,40.712727,-73.87935,"(40.712727, -73.87935)",METROPOLITAN AVENUE             ,73 PLACE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4296455,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1583145000
MANHATTAN,10003.0,40.73134,-73.99237,"(40.73134, -73.99237)",,,68        EAST 9 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4515070,Bike,,,,,1585645800
MANHATTAN,10023.0,40.7736,-73.98158,"(40.7736, -73.98158)",WEST 66 STREET                  ,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4359328,Station Wagon/Sport Utility Vehicle,,,,,1603117800
QUEENS,11101.0,40.74893,-73.951645,"(40.74893, -73.951645)",44 DRIVE                        ,10 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4398775,Taxi,Motorcycle,,,,1615539960
BROOKLYN,11236.0,40.637955,-73.90847,"(40.637955, -73.90847)",,,912       EAST 86 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4375791,Sedan,,,,,1607804100
QUEENS,11691.0,40.605484,-73.75597,"(40.605484, -73.75597)",,,22-18     MOTT AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4459374,Sedan,Sedan,,,,1632053940
QUEENS,11420.0,40.678837,-73.827194,"(40.678837, -73.827194)",111 AVENUE                      ,112 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,4399238,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1615815900
BRONX,10475.0,40.863945,-73.8295,"(40.863945, -73.8295)",,,100       BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4476859,Station Wagon/Sport Utility Vehicle,Sedan,,,,1636810200
BROOKLYN,11232.0,40.6687,-73.9965,"(40.6687, -73.9965)",HAMILTON AVENUE                 ,2 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4335067,Sedan,Sedan,,,,1596469800
BROOKLYN,11208.0,40.671997,-73.87742,"(40.671997, -73.87742)",SUTTER AVENUE                   ,MONTAUK AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4300550,Sedan,Sedan,Sedan,,,1584268200
BROOKLYN,11212.0,40.66885,-73.91635,"(40.66885, -73.91635)",PITKIN AVENUE                   ,STRAUSS STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4345241,Station Wagon/Sport Utility Vehicle,Bike,,,,1599396540
BROOKLYN,11207.0,40.666294,-73.89445,"(40.666294, -73.89445)",DUMONT AVENUE,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Speed,,,,4472753,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1635465600
BRONX,10463.0,40.87802,-73.90241,"(40.87802, -73.90241)",WEST 231 STREET,BAILEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4456168,Bus,Sedan,,,,1628854380
BROOKLYN,11224.0,40.579185,-73.982155,"(40.579185, -73.982155)",,,1404      NEPTUNE AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4270590,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1578511680
BRONX,10456.0,40.829597,-73.902245,"(40.829597, -73.902245)",EAST 168 STREET                 ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4326589,Taxi,,,,,1594118460
BRONX,10466.0,40.89725,-73.855255,"(40.89725, -73.855255)",WHITE PLAINS ROAD,EAST 237 STREET,,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,4464068,Station Wagon/Sport Utility Vehicle,,,,,1633338000
MANHATTAN,10009.0,40.726665,-73.98309,"(40.726665, -73.98309)",SAINT MARKS PLACE,AVENUE A,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4445515,Motorcycle,Sedan,,,,1627238580
QUEENS,11361.0,40.76041,-73.768295,"(40.76041, -73.768295)",,,214-27    NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4444596,Station Wagon/Sport Utility Vehicle,,,,,1628361000
QUEENS,11385.0,40.70703,-73.909325,"(40.70703, -73.909325)",WOODWARD AVENUE,BLEECKER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4420550,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1622008200
QUEENS,11421.0,40.696587,-73.85285,"(40.696587, -73.85285)",,,85-08     WOODHAVEN BOULEVARD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4444037,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1628011800
BROOKLYN,11205.0,40.69802,-73.97499,"(40.69802, -73.97499)",,,63        FLUSHING AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4294427,Tractor Truck Diesel,Box Truck,,,,1582818900
BRONX,10462.0,40.85289,-73.86889,"(40.85289, -73.86889)",,,2076      BRONX PARK EAST               ,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4333995,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,1596226680
STATEN ISLAND,10305.0,40.596954,-74.07868,"(40.596954, -74.07868)",LAMPORT BOULEVARD               ,KRAMER STREET,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,4314060,Station Wagon/Sport Utility Vehicle,Sedan,,,,1589777100
QUEENS,11365.0,,,,,,7023      175 street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485610,Sedan,Sedan,,,,1639239120
MANHATTAN,10003.0,40.730564,-73.99052,"(40.730564, -73.99052)",EAST 9 STREET                   ,4 AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,4305239,Taxi,Box Truck,,,,1583461260
MANHATTAN,10029.0,40.795654,-73.94445,"(40.795654, -73.94445)",,,141       EAST 111 STREET               ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Unspecified,,,4326899,Sedan,Sedan,,,,1591198440
MANHATTAN,10019.0,40.7644,-73.99199,"(40.7644, -73.99199)",,,722       10 AVENUE                     ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4344826,Sedan,Bike,,,,1599253020
BRONX,10469.0,40.86759,-73.85095,"(40.86759, -73.85095)",ARNOW AVENUE                    ,THROOP AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4404017,Sedan,,,,,1617200400
QUEENS,11385.0,40.703342,-73.855385,"(40.703342, -73.855385)",WOODHAVEN BOULEVARD,83 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4431493,Station Wagon/Sport Utility Vehicle,Carry All,,,,1624006440
QUEENS,11374.0,40.73195,-73.863434,"(40.73195, -73.863434)",JUNCTION BOULEVARD              ,62 DRIVE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4383835,Pick-up Truck,Box Truck,,,,1610113200
BROOKLYN,11204.0,40.61347,-73.98546,"(40.61347, -73.98546)",21 AVENUE,68 STREET,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4475408,Sedan,E-Scooter,,,,1636392480
QUEENS,11372.0,40.755753,-73.883514,"(40.755753, -73.883514)",NORTHERN BOULEVARD              ,84 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4341937,TRAC,Van,,,,1598353200
MANHATTAN,10024.0,40.78689,-73.9719,"(40.78689, -73.9719)",,,550       COLUMBUS AVENUE               ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4395150,Sedan,Bike,,,,1614455400
QUEENS,11104.0,40.743374,-73.92056,"(40.743374, -73.92056)",44 STREET                       ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4387668,Sedan,Sedan,,,,1611912300
QUEENS,11422.0,40.665318,-73.73431,"(40.665318, -73.73431)",SOUTH CONDUIT AVENUE            ,245 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4379740,Sedan,Sedan,,,,1609185600
QUEENS,11379.0,40.71556,-73.87828,"(40.71556, -73.87828)",JUNIPER VALLEY ROAD             ,GRAY STREET,,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,,,,4331774,Sedan,Sedan,,,,1595771160
BROOKLYN,11201.0,40.690983,-73.99706,"(40.690983, -73.99706)",,,88        ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4487976,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1639975800
QUEENS,11434.0,40.65616,-73.76736,"(40.65616, -73.76736)",ROCKAWAY BOULEVARD              ,BREWER BOULEVARD,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4400517,Station Wagon/Sport Utility Vehicle,Sedan,,,,1616303340
BROOKLYN,11207.0,40.67298,-73.88852,"(40.67298, -73.88852)",PITKIN AVENUE,SCHENCK AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4440544,Sedan,,,,,1627152360
QUEENS,11420.0,40.67392,-73.813065,"(40.67392, -73.813065)",,,125-04    125 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4489827,Sedan,,,,,1640037600
BROOKLYN,11226.0,40.64333,-73.95973,"(40.64333, -73.95973)",CORTELYOU ROAD                  ,OCEAN AVENUE,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,4328247,Sedan,Sedan,,,,1594485420
BROOKLYN,11217.0,40.68459,-73.989136,"(40.68459, -73.989136)",HOYT STREET,WARREN STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Following Too Closely,,,,4448615,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1629108420
QUEENS,11411.0,40.68483,-73.72734,"(40.68483, -73.72734)",,,120-38    238 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,4395508,Station Wagon/Sport Utility Vehicle,,,,,1614630600
BRONX,10467.0,40.877937,-73.88057,"(40.877937, -73.88057)",,,3239      ROCHAMBEAU AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4460964,Station Wagon/Sport Utility Vehicle,,,,,1631901600
MANHATTAN,10019.0,40.768436,-73.98906,"(40.768436, -73.98906)",WEST 56 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4417695,Sedan,Sedan,Sedan,,,1621120500
MANHATTAN,10019.0,40.76979,-73.988075,"(40.76979, -73.988075)",WEST 58 STREET,10 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4485329,Bike,,,,,1639171980
BROOKLYN,11208.0,40.688152,-73.86836,"(40.688152, -73.86836)",ETNA STREET                     ,GRANT AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4370600,Sedan,Sedan,,,,1606179000
QUEENS,11372.0,40.749573,-73.88051,"(40.749573, -73.88051)",,,37-14     86 STREET                     ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4293841,Sedan,,,,,1581766200
QUEENS,11432.0,40.706676,-73.79147,"(40.706676, -73.79147)",JAMAICA AVENUE                  ,168 PLACE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4380226,Taxi,,,,,1607584500
QUEENS,11368.0,40.75254,-73.85261,"(40.75254, -73.85261)",ROOSEVELT AVENUE,114 STREET,,2,0,2,0,0,0,0,0,Unspecified,,,,,4436954,Station Wagon/Sport Utility Vehicle,,,,,1626251400
QUEENS,11413.0,40.6787,-73.75428,"(40.6787, -73.75428)",,,135-01    SPRINGFIELD BOULEVARD         ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4270797,Sedan,,,,,1578527400
BROOKLYN,11233.0,40.684227,-73.93531,"(40.684227, -73.93531)",HANCOCK STREET                  ,LEWIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4326655,Sedan,,,,,1592737500
BRONX,10454.0,40.806328,-73.90838,"(40.806328, -73.90838)",,,330       BRUCKNER BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4480875,Sedan,Sedan,,,,1637868300
QUEENS,11423.0,40.716694,-73.76059,"(40.716694, -73.76059)",201 STREET                      ,90 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4291131,Sedan,,,,,1582142400
QUEENS,11378.0,,,,58 STREET                       ,MAURICE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4270418,Sedan,Station Wagon/Sport Utility Vehicle,,,,1578472200
QUEENS,11379.0,40.722073,-73.882385,"(40.722073, -73.882385)",,,61-65     76 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4473128,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,1635592500
BROOKLYN,11207.0,40.675232,-73.88723,"(40.675232, -73.88723)",,,271       JEROME STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4463733,Sedan,,,,,1633027560
BROOKLYN,11207.0,40.65333,-73.89001,"(40.65333, -73.89001)",,,960       ALABAMA AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4408811,Station Wagon/Sport Utility Vehicle,BOX,,,,1618830000
QUEENS,11418.0,40.699154,-73.833206,"(40.699154, -73.833206)",,,116-10    JAMAICA AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4418575,Sedan,Bus,,,,1621434240
MANHATTAN,10030.0,40.814938,-73.9449,"(40.814938, -73.9449)",,,211       WEST 134 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4450751,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,1628401620
MANHATTAN,10029.0,40.793606,-73.94952,"(40.793606, -73.94952)",EAST 106 STREET                 ,MADISON AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4372828,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1606942740
BRONX,10455.0,40.816593,-73.90042,"(40.816593, -73.90042)",,,937       EAST 156 STREET,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,4415426,Taxi,Sedan,Sedan,,,1620672480
BROOKLYN,11226.0,40.64944,-73.96308,"(40.64944, -73.96308)",EAST 18 STREET                  ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4327920,Box Truck,Station Wagon/Sport Utility Vehicle,,,,1594304100
QUEENS,11693.0,40.60442,-73.81984,"(40.60442, -73.81984)",CROSS BAY BOULEVARD             ,WEST 12 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4302280,Sedan,Sedan,,,,1584606000
BROOKLYN,11218.0,40.651573,-73.97237,"(40.651573, -73.97237)",PARK CIRCLE                     ,OCEAN PARKWAY,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,4406058,Station Wagon/Sport Utility Vehicle,Bike,,,,1618098900
BRONX,10458.0,40.85795,-73.88373,"(40.85795, -73.88373)",,,640       EAST FORDHAM ROAD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4268863,Station Wagon/Sport Utility Vehicle,Sedan,,,,1577961000
BRONX,10469.0,40.8733,-73.853645,"(40.8733, -73.853645)",EAST GUN HILL ROAD              ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4329022,Sedan,,,,,1594752960
BROOKLYN,11234.0,40.625088,-73.934135,"(40.625088, -73.934135)",,,4133      KINGS HIGHWAY                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4323045,Sedan,,,,,1592858820
BROOKLYN,11201.0,40.684437,-73.99201,"(40.684437, -73.99201)",,,217       SMITH STREET                  ,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4400330,Station Wagon/Sport Utility Vehicle,Bike,,,,1616272200
BROOKLYN,11238.0,40.686172,-73.970474,"(40.686172, -73.970474)",ADELPHI STREET                  ,GREENE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4335504,Station Wagon/Sport Utility Vehicle,,,,,1596554400
QUEENS,11368.0,40.753437,-73.860176,"(40.753437, -73.860176)",,,37-18     108 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4441404,Sedan,,,,,1626861000
BROOKLYN,11233.0,40.67582,-73.930466,"(40.67582, -73.930466)",UTICA AVENUE,DEAN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4409613,Station Wagon/Sport Utility Vehicle,Sedan,,,,1618624800
STATEN ISLAND,10312.0,40.56091,-74.16901,"(40.56091, -74.16901)",,,854       ARTHUR KILL ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4474950,Sedan,Sedan,,,,1636214040
BROOKLYN,11206.0,40.702847,-73.93353,"(40.702847, -73.93353)",FLUSHING AVENUE                 ,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4392004,Sedan,Station Wagon/Sport Utility Vehicle,,,,1613363100
QUEENS,11369.0,40.763664,-73.86778,"(40.763664, -73.86778)",27 AVENUE                       ,HUMPHREYS STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4374736,Box Truck,Sedan,,,,1607512800
BROOKLYN,11211.0,40.713345,-73.96017,"(40.713345, -73.96017)",SOUTH 1 STREET                  ,DRIGGS AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4399744,Sedan,Box Truck,,,,1616001600
BRONX,10457.0,40.852516,-73.90001,"(40.852516, -73.90001)",VALENTINE AVENUE                ,EAST 180 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,4352866,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1601320800
MANHATTAN,10065.0,40.764732,-73.96637,"(40.764732, -73.96637)",EAST 63 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4284784,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1581061740
BROOKLYN,11207.0,40.675755,-73.88738,"(40.675755, -73.88738)",LIBERTY AVENUE                  ,JEROME STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4406844,Sedan,Sedan,,,,1618266000
QUEENS,11362.0,40.756992,-73.72966,"(40.756992, -73.72966)",61 AVENUE,MARATHON PARKWAY,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4460735,Sedan,,,,,1632337800
BRONX,10457.0,40.845642,-73.90211,"(40.845642, -73.90211)",WEBSTER AVENUE,EAST 175 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4485228,Van,Taxi,,,,1639123680
BROOKLYN,11213.0,40.66573,-73.9404,"(40.66573, -73.9404)",,,555       CROWN STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4416419,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1620883800
BROOKLYN,11223.0,40.607254,-73.96728,"(40.607254, -73.96728)",OCEAN PARKWAY,QUENTIN ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4452960,Sedan,,,,,1630530060
BROOKLYN,11210.0,40.62593,-73.94775,"(40.62593, -73.94775)",,,1022      EAST 29 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4327743,Sedan,,,,,1594506600
BROOKLYN,11211.0,40.71428,-73.946945,"(40.71428, -73.946945)",,,662       METROPOLITAN AVENUE           ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4376140,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,1607970900
BROOKLYN,11222.0,40.732006,-73.95795,"(40.732006, -73.95795)",FRANKLIN STREET                 ,INDIA STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4340123,Sedan,Bike,,,,1597927320
QUEENS,11377.0,40.75725,-73.904854,"(40.75725, -73.904854)",31 AVENUE                       ,57 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4350657,Bike,Sedan,,,,1600793040
BROOKLYN,11201.0,40.690907,-73.9844,"(40.690907, -73.9844)",,,245       DUFFIELD STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4281761,Sedan,Box Truck,,,,1580493660
BROOKLYN,11214.0,40.60371,-73.990654,"(40.60371, -73.990654)",,,2230      82 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4397291,Sedan,Sedan,,,,1614941280
BRONX,10468.0,40.86202,-73.910255,"(40.86202, -73.910255)",,,236       WEST FORDHAM ROAD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4399233,Box Truck,Sedan,Sedan,,,1615835400
QUEENS,11355.0,40.747417,-73.83277,"(40.747417, -73.83277)",,,132-07    57 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4329486,Sedan,Station Wagon/Sport Utility Vehicle,,,,1595109300
BROOKLYN,11208.0,40.679108,-73.88062,"(40.679108, -73.88062)",ATLANTIC AVENUE,HIGHLAND PLACE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4448575,Sedan,Station Wagon/Sport Utility Vehicle,,,,1629353700
